D_loss,G_loss,epoch,step
0.8090123534202576,0.3067185878753662,3,6049
0.7484056353569031,0.2888421416282654,3,6099
0.965160071849823,0.368358314037323,3,6149
0.8203444480895996,0.32834160327911377,3,6199
0.7870316505432129,0.2684168815612793,3,6249
0.7725130319595337,0.2977624833583832,3,6299
0.7655667066574097,0.2710428833961487,4,6349
0.7809299826622009,0.27278539538383484,4,6399
0.7833632826805115,0.27587470412254333,4,6449
0.7145193815231323,0.20436051487922668,4,6499
0.731857180595398,0.2318727672100067,4,6549
0.8788244724273682,0.3694598376750946,4,6599
0.8547819256782532,0.3583027124404907,4,6649
0.7659419775009155,0.2744424045085907,4,6699
0.7777301073074341,0.28037673234939575,4,6749
0.8055833578109741,0.3045254945755005,4,6799
0.8150705695152283,0.3127809464931488,4,6849
0.9225196242332458,0.41028761863708496,4,6899
0.78522127866745,0.2769165337085724,4,6949
0.7791910767555237,0.28860700130462646,4,6999
0.7886552810668945,0.22006511688232422,4,7049
0.8038992881774902,0.29237085580825806,4,7099
0.854750394821167,0.3481139540672302,4,7149
0.7961859107017517,0.2781575322151184,4,7199
0.812073826789856,0.2884920537471771,4,7249
0.8124028444290161,0.27233830094337463,4,7299
0.8390611410140991,0.3519681692123413,4,7349
0.9963933229446411,0.46893733739852905,4,7399
0.8742200136184692,0.41316038370132446,4,7449
0.8200231790542603,0.29520636796951294,4,7499
0.8845920562744141,0.34890201687812805,4,7549
0.8543813824653625,0.3223639726638794,4,7599
0.8303349018096924,0.2776522636413574,4,7649
0.8377237915992737,0.2880343794822693,4,7699
0.802288830280304,0.28657612204551697,4,7749
0.807060718536377,0.31919533014297485,4,7799
0.8350479602813721,0.2972400188446045,4,7849
0.8433539867401123,0.30985191464424133,4,7899
